Loss,Recall
0.6255931773084276,0.9389214211304443
0.24376738356783034,0.9618061478916979
0.1651553991151617,0.973781390094483
0.12478550244519052,0.9807421752397252
0.10141274650046166,0.9824918700565186
0.08752876613685426,0.9844756008304609
0.07561868670931522,0.9850025897476188
0.06891998494083577,0.9857419688927317
0.06158888194947801,0.9870206882838619
0.058521236633842295,0.9872435104398042
0.05295194661680688,0.9874107198315782
0.04946098147316816,0.9870966824280247
0.046791627955563526,0.9880100300326659
0.043788765870193216,0.9877544301165336
0.041652058437466624,0.9892661783278415
0.03801013689805219,0.9878909121957747
0.038610638523513964,0.9895243169232455
0.03507159836788444,0.9891661357491781
0.032370179293162014,0.9906079062013491
0.032408679179609455,0.990004141001927
0.030434649160250703,0.9899142363609446
0.029326928777501305,0.9902016796650986
0.02821711443087205,0.9903174577190693
0.028122426949917,0.990929528255319
0.025653767791834283,0.9899157111976162
0.025687580579455863,0.9911333468977308
0.02363620501487179,0.9907699556148784
0.021703312012981226,0.9904004725381226
0.02157877159621963,0.9903006614733945
0.021592753996795163,0.990318295927662
0.02078663572827552,0.9897795617543208
0.020169147834221416,0.9907023005393369
0.01795390873176462,0.9907619398549701
0.0188198401176549,0.9913052104609333
0.01853712643595769,0.990930910178629
0.016281058462435737,0.9915244472800488
0.016229692519582967,0.9903093026199341
0.017087396715787496,0.9914980189793928
0.01525204641982279,0.9914047885051899
0.015352441393770278,0.9905367540583893
0.015754658454395037,0.9919492246552728
0.014041544573302282,0.9903790499996127
0.01463467318198069,0.9913292772414064
0.013992147141710876,0.9910188975971886
0.01303771662134479,0.9916481996924089
0.011876729941689113,0.99096029826291
0.012855574813611964,0.9905174362588459
0.012978432038699852,0.9909441892656542
0.011765383434125242,0.9916047563146325
0.012267761577435948,0.9909874156424653
0.012251104428333805,0.9910110978715462
0.011352860930677939,0.9918011716241644
0.010648919263497945,0.9913954324576002
0.011335979559349807,0.9907865784046402
0.01075480995486748,0.9911005451812824
0.010318193220573061,0.9904995902043364
0.011349915130747523,0.9905039133732292
0.010029461075789592,0.9913751603486392
0.010392131565009897,0.991246156256137
0.010738868538062385,0.9915441938536056
0.009750535314347832,0.9911023031164833
0.00992574637775567,0.9908020661545522
0.00923579327757173,0.9912799474768089
0.008841626882860238,0.9909379287942077
0.00945602953037683,0.990793372482651
0.008950801366603279,0.9909881510852875
0.008356140841521878,0.9916784521244753
0.008734327312088274,0.991207234550809
0.009100030077760049,0.9907074287839173
0.008816667236239114,0.9906088663931898
0.0071368480918611935,0.9909283156871702
0.00816473686086767,0.9913682570033275
0.00854775953933874,0.9906127734649985
0.007855716627338862,0.9908543379373352
0.008562222197206017,0.9902513309745483
0.008002859616077485,0.9906753370674777
0.0077009206024702005,0.9907510052788784
0.007126626921347045,0.9908686546668102
0.007678467069970484,0.990867941834183
0.007514013417196421,0.990865042417884
0.007256123079531925,0.9910555127647879
0.006930769573738601,0.9910698590560653
0.007360836099201635,0.9905951566948985
0.0071259612178533995,0.9909096453862514
0.007203300622480109,0.9899872392294178
0.00680464596464051,0.9899796631580082
0.007208071364104708,0.9895704818937034
0.006927837968303604,0.9911985090719682
0.0070816208498225485,0.9909660010197999
0.007910593982756217,0.9905856550148829
0.0067349938376053695,0.9907834616148197
0.006417021518783704,0.9917157274304632
0.005819490727314607,0.9907880315895573
0.006318335330728045,0.9912069184087361
0.005824552773265168,0.9914001976973041
0.005812793330071455,0.9908716006629812
0.006842423765424719,0.9900928943493528
0.005872634424706624,0.9908809977183941
0.006125208516753813,0.9907512253857453
0.006337019315167786,0.9898875052967023
