Loss,Recall
0.6223362455001245,0.705
0.6092987519044143,0.705
0.6025752425193787,0.705
0.6066699715761038,0.705
0.6043884524932275,0.705
0.6030347118010888,0.705
0.5924619482113764,0.705
0.5964758029350867,0.705
0.5860697443668659,0.705
0.5861322604692899,0.705
0.5799641563342168,0.705
0.5706628561019897,0.705
0.57017032458232,0.705
0.5667911951358502,0.7075
0.5493439298409682,0.705
0.5370425467307751,0.715
0.5135617439563458,0.705
0.4953505832415361,0.7225
0.4899158248534569,0.7225
0.4720656986419971,0.7275
0.4539640454145578,0.73
0.4394915562409621,0.7375
0.445420327094885,0.735
0.4290564151910635,0.7525
0.4138392347555894,0.7775
0.39686477872041553,0.795
0.39929622870225173,0.8225
0.3879245932285602,0.825
0.37149961636616635,0.8175
0.36255486653401303,0.825
0.34321221709251404,0.7925
0.35578877650774443,0.825
0.34573593735694885,0.8475
0.34554203427754915,0.79
0.32788088000737703,0.8425
0.3181645365861746,0.8325
0.3201129986689641,0.805
0.307388968192614,0.8425
0.28517783605135405,0.8375
0.30556823771733505,0.8475
0.28936562171349156,0.83
0.2897368829983931,0.8375
0.2864479422569275,0.85
0.28451548745998967,0.8425
0.2766467080666469,0.865
0.2726308393936891,0.85
0.2636786653445317,0.865
0.2553345595414822,0.845
0.2466051968244406,0.8475
0.2556085128050584,0.88
0.2580590523206271,0.8625
0.24545599290957817,0.8775
0.24039786595564622,0.845
0.24376899003982544,0.8775
0.23396062850952148,0.8775
0.21943736190979296,0.8675
0.21940472034307626,0.855
0.2336257409590941,0.885
0.23349885871777168,0.8625
0.226986187008711,0.8675
0.21224385729202858,0.8875
0.2035128932732802,0.8775
0.21531977217931014,0.87
0.21194278276883638,0.8925
0.20739852006618792,0.8825
0.2117246320614448,0.8775
0.19422344519541815,0.8825
0.2013999051772631,0.87
0.20189973482718834,0.8875
0.18978264583991125,0.8975
0.19373665406153753,0.8925
0.1834840728686406,0.8825
0.1806426839186595,0.895
0.18668331320469195,0.885
0.1829540144938689,0.8775
0.16628477206596962,0.8875
0.17629810479971078,0.89
0.17911131565387434,0.8775
0.17321409858190095,0.8825
0.1708705218938681,0.8875
0.15600453145228899,0.8825
0.17251273072682893,0.885
0.16048621902099022,0.8875
0.16462202083605987,0.8825
0.16129818902565882,0.905
0.15949047414156106,0.89
0.15658375047720396,0.8825
0.15475256110613161,0.8675
0.16438714357522818,0.895
0.15945153855360472,0.895
0.1439907676898516,0.8825
0.15202282598385444,0.885
0.16197978189358345,0.8775
0.15232299669430807,0.8725
0.146896630525589,0.905
0.13732545650922334,0.8925
0.1281484107558544,0.89
0.12835131757534468,0.885
0.13478858711627814,0.8825
0.13304933332479918,0.8875
