Loss,Recall
1.221830400136801,0.0
0.6363830612255976,0.0
0.623023679623237,0.0
0.6225302035991962,0.0
0.627624878516564,0.0
0.615179011454949,0.0
0.6178534030914307,0.0
0.6150843225992643,0.0
0.6142804806049054,0.0
0.6126531133284936,0.0
0.5991805195808411,0.0
0.5969194769859314,0.0
0.5948834281701308,0.0
0.596062169625209,0.0
0.5825994289838351,0.0
0.5787078692362859,0.0
0.5737676299535311,0.0
0.5637216934790978,0.0
0.5573927370401529,0.0
0.5581645300755134,0.0
0.5520985493293176,0.0
0.5364799476586856,0.0
0.5405502411035391,0.0
0.5273554554352393,0.0
0.5357201580817883,0.0
0.5152044158715469,0.0
0.5042069118756515,0.0
0.5186393696528214,0.0
0.49471569519776565,0.0
0.48785781401854295,0.0
0.4957423026745136,0.0
0.47938849375798154,0.0
0.49223244877961964,0.0
0.4889305027631613,0.0
0.466842919588089,0.0
0.4557856000386752,0.0
0.4364310411306528,0.0
0.4456239136365744,0.0
0.4536762008300194,0.0
0.44575334512270415,0.0
0.42889679624484134,0.0
0.42239534167143017,0.0
0.4262835177091452,0.0
0.4454389260365413,0.0
0.42979230789037853,0.0
0.4180221351293417,0.0
0.42470191992246187,0.0
0.4044473240008721,0.0
0.3986998521364652,0.0
0.41108548411956203,0.0
0.4075685395644261,0.0
0.4098296876137073,0.0
0.4002407491207123,0.0
0.4034155813547281,0.0
0.39644346558130705,0.0
0.40005953724567705,0.0
0.39422558133418745,0.0
0.38530078071814317,0.0
0.39339720285855806,0.0
0.39104292484430164,0.0
0.37358835339546204,0.0
0.38571491608252895,0.0
0.3732863206129808,0.0
0.4015377049262707,0.0
0.3884786252792065,0.0
0.3829175875737117,0.0
0.37919697623986465,0.0
0.37697804891146147,0.0
0.3714165985584259,0.0
0.3778255513081184,0.423728813559322
0.37346628537544835,0.5169491525423728
0.37245869178038377,0.5169491525423728
0.3666704618013822,0.2627118644067797
0.35906577798036426,0.635593220338983
0.36466614328897917,0.19491525423728814
0.36835203720973086,0.5847457627118644
0.35972718321360075,0.4661016949152542
0.3672509239270137,0.3305084745762712
0.36803914721195513,0.4745762711864407
0.3660524625044603,0.4152542372881356
0.3564986357322106,0.3813559322033898
0.36558609971633327,0.423728813559322
0.3570317511375134,0.3898305084745763
0.3475437370630411,0.7203389830508474
0.3566802006501418,0.576271186440678
0.3438282540211311,0.635593220338983
0.35385819581838757,0.4830508474576271
0.3500125522796924,0.3559322033898305
0.3331517462547009,0.635593220338983
0.3466082811355591,0.2966101694915254
0.3681509036284227,0.6440677966101694
0.3740243384471306,0.6186440677966102
0.36219490949924177,0.8135593220338984
0.35035990751706636,0.4830508474576271
0.34981420865425694,0.652542372881356
0.3375785740522238,0.4491525423728814
0.34008442209317136,0.6271186440677966
0.3510696727495927,0.652542372881356
0.338917789550928,0.4067796610169492
0.34649903728411746,0.6949152542372882
